id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incar_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
298,East County Branch,East County,,Preliminary Exam Readiness - Dismissed (IFJ / IOE),CE338068,VC10851(a),,2014.0,,2014-02-17 00:00:00.000000,,Dismissed (IFJ / IOE),East County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
299,East County Branch,East County,,Preliminary Exam - Bound Over,CE338458,VC2800.3(a),,2014.0,Arraignment on Information,2013-12-22 00:00:00.000000,,,East County Branch,,,,,,,,,,,,,,,,,,,,
300,East County Branch,East County,,Preliminary Exam - Continued,CE338527,PC182(a)(1),,2014.0,Preliminary Exam,2014-03-01 00:00:00.000000,,,East County Branch,,,,,,,,,,,,,,,,,,,,
301,East County Branch,East County,,Preliminary Exam - Continued,CE338527,PC182(a)(1),,2014.0,Preliminary Exam,2014-02-15 00:00:00.000000,,,East County Branch,,,,,,,,,,,,,,,,,,,,
302,East County Branch,East County,,Felony Readiness Conference - Continued,CE338858,VC23153(a),alcohol,2014.0,Felony Readiness Conference,2014-03-16 00:00:00.000000,,,East County Branch,,,,,,,,,,,,,,,,,,,,
303,Family Protection,East County,PC273.5(a),Preliminary Exam - Pled Guilty Felony,CE338948,PC273.5(a),,2014.0,Sentencing Hearing,2014-03-19 00:00:00.000000,,Pled Guilty Felony,Domestic Violence,Preliminary Exam,,,,,,,,,,,,,,,,,,,
304,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - Probation Terminated,CN256095,VC23153(a),alcohol,2009.0,,2009-01-01 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
305,North County Branch,North County,"VC23153(a), alcohol",Restitution Hearing  - Restitution Set,CN256102,VC23153(b),,2009.0,,2009-01-01 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
306,North County Branch,North County,,Further Proceedings - Action Taken,CN256368,VC20001(a),,2009.0,,2007-12-10 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Felony Readiness Conference,,,,,,,,,,,,,,,,,,,
307,North County Branch,North County,"PC192(c)(1), unlawful act",Sentencing Hearing  - State Prison,CN256399,PC192(c)(1),unlawful act,2009.0,,2009-01-04 00:00:00.000000,State Prison: 4 Years: 4 Months,"Found Guilty, Felony",North County Branch,Felony Jury Trial,,,,,1582,,,1582,,,,,,,,,,,
308,North County Branch,North County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CN257180,VC23153(a),alcohol,2009.0,,2009-01-23 00:00:00.000000,Local Custody: 210 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,210,,,,210,1095,1095,,,,,,,,
309,North County Branch,North County,"VC23153(a), alcohol",Restitution Hearing  - Restitution Set,CN257260,VC23153(a),alcohol,2009.0,,2009-01-25 00:00:00.000000,State Prison: 7 Years: 4 Months,"Found Guilty, Felony",North County Branch,Felony Jury Trial,,,,,2677,,,2677,,,,,,,,,,,
310,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN257617,VC20001(a),,2009.0,,2008-11-12 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
311,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN257869,VC23153(a),alcohol,2009.0,,2009-02-08 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years - Public Work Service: 15 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,15.0,,15.0,
312,North County Branch,North County,,Preliminary Exam Readiness - Dismissed (IFJ / IOE),CN258001,VC20001(a),,2009.0,,2008-12-26 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
313,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN258142,VC23153(a),alcohol,2009.0,,2009-02-15 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,1825,,,,,,,,
314,North County Branch,North County,,Preliminary Exam Readiness - Dismissed (IFJ / IOE),CN258219,VC20001(a),,2009.0,,2008-06-14 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
315,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - Other (see note),CN258355,VC23153(a),alcohol,2009.0,,2009-02-20 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,120,,,,120,1825,1825,,,,,,,,
316,North County Branch,North County,VC20001(a),Sentencing after Revocation - State Prison,CN258434,VC20001(a),,2009.0,,2009-02-03 00:00:00.000000,Local Custody: 189 Days - Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,189,,,,189,1095,,1095,,,,,,,
317,North County Branch,North County,"HS11379(a), transport",Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CN258467,HS11379(a),transport,2009.0,,2009-02-23 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1095,1095,,,,,,,,
318,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN258562,VC20001(a),,2009.0,,2009-02-22 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,180,,,,180,1095,1095,,,,,,,,
319,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN258905,VC23153(a),alcohol,2009.0,,2009-02-21 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,270,1825,1825,,,,,,,,
320,North County Branch,North County,"PC245(a)(1), deadly w",Out-Of-County Transfer - Granted,CN259153,PC245(a)(1),deadly w,2009.0,,2008-12-23 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
321,North County Branch,North County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CN259222,VC23153(a),alcohol,2009.0,,2009-03-11 00:00:00.000000,Local Custody: 24 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,24,,,,24,1825,,1825,,,,,,,
322,North County Branch,North County,VC20002(a),Restitution Hearing  - Restitution Set,CN259379,VC20001(a),,2009.0,,2008-12-27 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
323,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN259598,VC23153(a),alcohol,2009.0,,2009-03-15 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,5.0,,5.0,
324,North County Branch,North County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked- Reinstated,CN259917,VC23153(a),alcohol,2009.0,,2009-03-26 00:00:00.000000,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,240,,,,240,1825,1825,,,,,,,,
325,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN260066,VC23153(a),alcohol,2009.0,,2009-03-28 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1825,1825,,,,,,,,
326,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN260526,VC23153(a),alcohol,2009.0,,2009-04-11 00:00:00.000000,Local Custody: 150 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,150,,,,150,1825,1825,,,,,,,,
327,North County Branch,North County,VC20001(a),Probation Modification Hearing - Granted,CN260701,VC20001(a),,2009.0,,2009-04-18 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,10.0,,10.0,
328,North County Branch,North County,HS11359,Sentencing Hearing  - Probation Granted Formal,CN260953,VC20001(a),,2009.0,,2009-04-23 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,270,1095,1095,,,,,,,,
329,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - State Prison,CN260970,VC23153(a),combine,2009.0,,2009-04-22 00:00:00.000000,State Prison: 16 Months,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,486,,,486,,,,,,,,,,,
330,North County Branch,North County,PC191.5(a),Sentencing Hearing  - State Prison,CN261429,PC191.5(a),,2009.0,,2009-04-19 00:00:00.000000,State Prison: 17 Years: 8 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,6448,,,6448,,,,,,,,,,,
331,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN261571,VC20001(a),,2009.0,PC 1203.4 Motion Hearing,2009-04-21 00:00:00.000000,Local Custody: 1 Days - Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,1,,,,1,1095,,1095,,,,7.0,,7.0,
332,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN261950,VC20001(a),,2009.0,,2009-05-14 00:00:00.000000,Probation Summary: 3 Years - Public Work Service,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
333,North County Branch,North County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked- Reinstated,CN262280,VC23153(a),alcohol,2009.0,,2009-05-24 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1825,1825,,,,,,,,
334,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN262353,VC23153(a),alcohol,2009.0,,2009-05-22 00:00:00.000000,Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,,,,,,1825,1825,,,,,,,,
335,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CN262792,VC20001(a),,2009.0,,2009-06-04 00:00:00.000000,State Prison: 4 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
336,North County Branch,North County,VC20001(a),Probation Modification Hearing - Granted,CN263176,VC20001(a),,2009.0,,2009-05-29 00:00:00.000000,Local Custody: 1 Days - Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1,,,,1,1095,,1095,,,,20.0,,20.0,
337,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN263179,VC23153(a),alcohol,2009.0,,2009-06-12 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
338,North County Branch,North County,,Restitution Hearing  - Restitution Set,CN263354,VC23153(a),alcohol,2009.0,,2009-06-16 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
339,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN263447,VC23153(a),alcohol,2009.0,,2009-06-21 00:00:00.000000,Local Custody: 27 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,27,,,,27,1825,,1825,,,,,,,
340,North County Branch,North County,,Preliminary Exam - Dismissed (IFJ / IOE),CN263525,VC20001(a),,2009.0,,2009-06-22 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Preliminary Exam,,,,,,,,,,,,,,,,,,,
341,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Summary,CN263543,VC23153(a),combine,2009.0,,2009-06-11 00:00:00.000000,Probation Summary: 5 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1825,,1825,,,,5.0,,5.0,
342,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN263558,VC23153(a),alcohol,2009.0,,2009-06-22 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,180,,,,180,1825,1825,,,,,,,,
343,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN263623,VC10851(a),,2009.0,,2009-06-13 00:00:00.000000,Local Custody: 32 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,32,,,,32,1095,,1095,,,,,,,
344,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN263934,VC23153(a),alcohol,2009.0,,2009-07-02 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,270,1825,1825,,,,,,,,
345,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN264035,VC20001(a),,2009.0,,2009-06-18 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 20 Days - Volunteer Work Service: 160 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,26.666666666666668,,20.0,6.666666666666667
346,North County Branch,North County,VC23153(b),Order to Show Cause - Admits - Revoked- Reinstated,CN264183,VC23153(a),alcohol,2009.0,,2009-06-22 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Arraignment on Information,,,,,,,,,,1095,1095,,,,,,,,
347,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CN264363,VC23153(a),alcohol,2009.0,,2009-07-12 00:00:00.000000,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
348,North County Branch,North County,,"Felony Arraignment on Complaint - FTA, Bench Warrant",CN264537,VC20001(a),,2009.0,,2009-04-05 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
349,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN264538,VC20001(a),,2009.0,,2009-06-17 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
350,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN264578,VC20001(a),,2009.0,,2009-07-14 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,20.0,,20.0,
351,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN264918,VC20001(a),,2009.0,,2009-05-31 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
352,North County Branch,North County,VC23153(b),Sentencing after Revocation - Admit / Probation Revoked,CN265341,VC23153(a),alcohol,2009.0,,2009-08-01 00:00:00.000000,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,240,,,,240,1825,1825,,,,,,,,
353,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN265352,VC23153(a),alcohol,2009.0,,2009-08-02 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
354,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN265587,VC20001(a),,2009.0,,2009-08-09 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,270,1095,1095,,,,,,,,
355,North County Branch,North County,VC20001(a),PC 1203.4 Motion Hearing - Granted,CN265629,VC20001(a),,2009.0,,2009-08-10 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
356,North County Branch,North County,VC20001(a),Order to Show Cause - Admits - Revoked- Reinstated,CN265712,VC20001(a),,2009.0,,2009-06-02 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,270,,,,270,1095,1095,,,,,,,,
357,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN265917,VC23153(a),alcohol,2009.0,,2009-08-17 00:00:00.000000,State Prison: 7 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,2555,,,2555,,,,,,,,,,,
358,North County Branch,North County,VC20001(a),Further Proceedings - Action Taken,CN266030,VC20001(a),,2009.0,,2009-08-19 00:00:00.000000,Local Custody: 2 Days - Probation Formal: 3 Years - Public Work Service: 10 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,2,,,,2,1095,1095,,,,,10.0,,10.0,
359,North County Branch,North County,PC148.9(a),Sentencing Hearing  - Probation Granted Summary,CN266759,VC20001(a),,2009.0,,2009-05-31 00:00:00.000000,Local Custody: 2 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,2,,,,2,1095,1095,,,,,20.0,,20.0,
360,North County Branch,North County,VC2800.2(a),Restitution Status Review Hearing - Restitution Set,CN266818,VC10851(a),,2009.0,,2009-09-09 00:00:00.000000,State Prison: 44 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1338,,,1338,,,,,,,,,,,
361,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN267341,VC20001(a),,2009.0,,2009-09-19 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1095,1095,,,,,,,,
362,North County Branch,North County,"VC23153(a), combine",Sentencing Hearing  - Probation Granted Summary,CN267715,VC23153(a),combine,2009.0,,2009-09-29 00:00:00.000000,Probation Summary: 5 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,10.0,,10.0,
363,North County Branch,North County,VC20002(a),Sentencing after Revocation - Probation Reinstated,CN267791,VC20001(a),,2009.0,,2009-09-15 00:00:00.000000,Local Custody: 60 Days - Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,60,,,,60,1095,,1095,,,,,,,
